repo_name,repo_url,login,profile_url,location,country,prs_opened,prs_merged,pr_accept_rate,avg_time_to_merge,commits_total,issues_opened,stars_own_repos,contribution_period,activity_frequency,pr_requested_as_reviewer_rate
ant-design,https://github.com/ant-design/ant-design,ayangweb,https://github.com/ayangweb,Qinghai,中国,128,13,10.16,2.19,19,2,3073,56,0.34,42.34
ant-design,https://github.com/ant-design/ant-design,codingories,https://github.com/codingories,Shanghai,China,96,42,43.75,7.71,114,6,4979,41,2.78,25.56
ant-design,https://github.com/ant-design/ant-design,mzohaibqc,https://github.com/mzohaibqc,"Lahore, Pakistan",Pakistan,35,14,40.0,13.57,16,36,9252,13,1.23,47.1
ant-design,https://github.com/ant-design/ant-design,codesignist,https://github.com/codesignist,Kırklareli / Türkiye,Turkey,111,12,10.81,4.78,16,4,4733,30,0.53,11.22
ant-design,https://github.com/ant-design/ant-design,yuxuan,https://github.com/yuxuan,Beijing,China,61,0,0.0,8.96,0,24,4573,11,0.0,46.55
ant-design,https://github.com/ant-design/ant-design,emersonlaurentino,https://github.com/emersonlaurentino,"Maceió, Brazil",Brazil,31,9,29.03,12.95,25,5,9220,52,0.48,27.88
ant-design,https://github.com/ant-design/ant-design,eldarcodes,https://github.com/eldarcodes,~/Ukraine,Ukraine,53,23,43.4,3.45,25,16,3031,43,0.58,12.78
ant-design,https://github.com/ant-design/ant-design,evertbouw,https://github.com/evertbouw,"Amsterdam, Netherlands",Netherlands,128,23,17.97,4.89,40,42,4164,28,1.43,19.85
ant-design,https://github.com/ant-design/ant-design,newswim,https://github.com/newswim,"Austin, Tx",United States,7,4,57.14,10.23,18,26,5416,26,0.69,12.64
ant-design,https://github.com/ant-design/ant-design,damiangreen,https://github.com/damiangreen,London,United Kingdom,72,21,29.17,1.15,59,15,426,14,4.21,24.99
ant-design,https://github.com/ant-design/ant-design,specialorange,https://github.com/specialorange,USA,United States,81,57,70.37,9.82,71,1,7193,44,1.61,11.71
ant-design,https://github.com/ant-design/ant-design,cheshireoctopus,https://github.com/cheshireoctopus,NYC -> Colorado,United States,116,13,11.21,11.07,36,3,2080,37,0.97,1.68
ant-design,https://github.com/ant-design/ant-design,chengcyber,https://github.com/chengcyber,San Jose,United States,73,48,65.75,6.5,144,40,7300,7,20.57,28.08
ant-design,https://github.com/ant-design/ant-design,jihdeh,https://github.com/jihdeh,Lagos,Nigeria,18,4,22.22,12.32,18,3,2764,27,0.67,45.92
ant-design,https://github.com/ant-design/ant-design,apieceofbart,https://github.com/apieceofbart,"Wrocław, Wroclaw,",Poland,32,21,65.62,13.35,40,13,2222,15,2.67,17.12
ant-design,https://github.com/ant-design/ant-design,anawinwz,https://github.com/anawinwz,"Bangkok, Thailand",Thailand,69,53,76.81,8.93,243,28,8665,12,20.25,5.37
ant-design,https://github.com/ant-design/ant-design,shangyilim,https://github.com/shangyilim,Malaysia,Malaysia,61,21,34.43,3.44,97,22,4508,39,2.49,4.65
ant-design,https://github.com/ant-design/ant-design,LeezQ,https://github.com/LeezQ,HangZhou,China,85,8,9.41,3.88,16,41,5722,51,0.31,47.96
ant-design,https://github.com/ant-design/ant-design,kit-barton,https://github.com/kit-barton,Toronto,Canada,72,57,79.17,11.38,273,2,8660,35,7.8,0.21
ant-design,https://github.com/ant-design/ant-design,kenaniah,https://github.com/kenaniah,"Rancho Palos Verdes, CA",Canada,146,55,37.67,13.98,244,29,9612,33,7.39,45.12
ant-design,https://github.com/ant-design/ant-design,jhsu,https://github.com/jhsu,"New York, NY",United States,36,0,0.0,1.24,0,23,9769,52,0.0,21.06
ant-design,https://github.com/ant-design/ant-design,jzhng,https://github.com/jzhng,Shanghai,China,115,80,69.57,8.25,233,19,6150,46,5.07,4.08
ant-design,https://github.com/ant-design/ant-design,hosseinmd,https://github.com/hosseinmd,Iran,ایران,121,42,34.71,10.57,108,36,9629,26,4.15,15.55
ant-design,https://github.com/ant-design/ant-design,jacklee814,https://github.com/jacklee814,Taiwan,Taiwan,59,14,23.73,4.1,29,33,7264,26,1.12,39.78
HowToCook,https://github.com/Anduin2017/HowToCook,LeoFBW,https://github.com/LeoFBW,SIngapore,Singapore,40,29,72.5,7.12,71,41,1376,30,2.37,21.65
HowToCook,https://github.com/Anduin2017/HowToCook,AuroraTea,https://github.com/AuroraTea,Hangzhou,China,110,83,75.45,6.17,365,22,8826,23,15.87,17.92
HowToCook,https://github.com/Anduin2017/HowToCook,urhome-wz,https://github.com/urhome-wz,shanghai,China,114,87,76.32,2.68,132,33,7517,59,2.24,1.4
HowToCook,https://github.com/Anduin2017/HowToCook,Whatever-An,https://github.com/Whatever-An,四川,中国,39,29,74.36,5.89,67,5,359,24,2.79,20.59
HowToCook,https://github.com/Anduin2017/HowToCook,keidarcy,https://github.com/keidarcy,Tokyo ⇄ ...,日本,49,34,69.39,8.9,115,2,7657,54,2.13,0.37
HowToCook,https://github.com/Anduin2017/HowToCook,recolic,https://github.com/recolic,"Washington, US",United States,135,29,21.48,7.17,74,13,7471,59,1.25,47.54
HowToCook,https://github.com/Anduin2017/HowToCook,OneZe1023,https://github.com/OneZe1023,"Changchun, Jilin",中国,103,21,20.39,4.52,96,16,5470,42,2.29,41.3
HowToCook,https://github.com/Anduin2017/HowToCook,qhy040404,https://github.com/qhy040404,"Dalian, CN / Chengdu, CN",China,136,95,69.85,4.67,243,4,4241,43,5.65,29.57
HowToCook,https://github.com/Anduin2017/HowToCook,RoManInv,https://github.com/RoManInv,"Berlin, Germany",Germany,51,24,47.06,3.29,78,5,3277,52,1.5,30.69
HowToCook,https://github.com/Anduin2017/HowToCook,MartinMxn,https://github.com/MartinMxn,Seattle,United States,131,94,71.76,0.55,98,42,7807,53,1.85,5.17
HowToCook,https://github.com/Anduin2017/HowToCook,yulimchen,https://github.com/yulimchen,GuangZhou,China,110,6,5.45,10.76,6,34,7563,31,0.19,2.72
HowToCook,https://github.com/Anduin2017/HowToCook,laoliang,https://github.com/laoliang,Beijing,China,145,91,62.76,5.7,396,9,4567,44,9.0,3.82
HowToCook,https://github.com/Anduin2017/HowToCook,YingHuaLiu,https://github.com/YingHuaLiu,Beijing,China,129,90,69.77,9.35,154,35,8241,24,6.42,40.45
HowToCook,https://github.com/Anduin2017/HowToCook,drkaen,https://github.com/drkaen,France,France,84,27,32.14,9.08,45,50,3942,52,0.87,16.59
HowToCook,https://github.com/Anduin2017/HowToCook,luvsta,https://github.com/luvsta,Beijing,China,71,22,30.99,2.58,35,1,8259,3,11.67,6.36
HowToCook,https://github.com/Anduin2017/HowToCook,yangnuowei88,https://github.com/yangnuowei88,BeIJing,China,127,59,46.46,0.73,123,23,7105,31,3.97,1.85
HowToCook,https://github.com/Anduin2017/HowToCook,blackfoxsar,https://github.com/blackfoxsar,"Saitama, Japan",Japan,66,42,63.64,5.04,125,48,7652,8,15.62,44.42
HowToCook,https://github.com/Anduin2017/HowToCook,zenghjian,https://github.com/zenghjian,Abu Dhabi,الإمارات العربية المتحدة,14,2,14.29,6.34,7,36,9522,60,0.12,24.75
HowToCook,https://github.com/Anduin2017/HowToCook,AuryanZ,https://github.com/AuryanZ,"Auckland, New Zealand",New Zealand,112,20,17.86,12.78,69,37,8600,11,6.27,20.17
HowToCook,https://github.com/Anduin2017/HowToCook,yongxinz,https://github.com/yongxinz,beijing,China,101,66,65.35,3.87,218,49,5752,59,3.69,32.96
HowToCook,https://github.com/Anduin2017/HowToCook,i6u,https://github.com/i6u,ShenZhen,China,147,29,19.73,5.08,127,41,2334,60,2.12,17.46
HowToCook,https://github.com/Anduin2017/HowToCook,YemaoLuo,https://github.com/YemaoLuo,GuangZhou,China,45,19,42.22,11.84,90,39,3131,19,4.74,24.23
HowToCook,https://github.com/Anduin2017/HowToCook,xiongyu0523,https://github.com/xiongyu0523,Shenzhen,China,69,18,26.09,1.05,23,26,2960,36,0.64,14.04
HowToCook,https://github.com/Anduin2017/HowToCook,Erosionying,https://github.com/Erosionying,Zhengzhou,中国,4,2,50.0,5.87,5,44,1910,59,0.08,15.48
HowToCook,https://github.com/Anduin2017/HowToCook,Blackjack200,https://github.com/Blackjack200,Hebei University of Science and Technology,中国,148,38,25.68,8.94,47,21,740,3,15.67,48.52
HowToCook,https://github.com/Anduin2017/HowToCook,caoyanfei94,https://github.com/caoyanfei94,Hong Kong,Hong Kong,73,44,60.27,3.5,211,14,5009,8,26.38,1.7
HowToCook,https://github.com/Anduin2017/HowToCook,jeffatoptics,https://github.com/jeffatoptics,Shanghai,China,76,54,71.05,2.17,104,19,7519,17,6.12,48.66
HowToCook,https://github.com/Anduin2017/HowToCook,layyback,https://github.com/layyback,Beijing,China,42,33,78.57,7.99,157,27,4389,9,17.44,18.58
HowToCook,https://github.com/Anduin2017/HowToCook,clearcodecn,https://github.com/clearcodecn,ChengDu,China,32,20,62.5,3.66,49,19,3135,35,1.4,31.33
HowToCook,https://github.com/Anduin2017/HowToCook,pickerxxr,https://github.com/pickerxxr,Shanghai,China,54,5,9.26,1.62,13,40,1010,53,0.25,27.05
HowToCook,https://github.com/Anduin2017/HowToCook,biangou,https://github.com/biangou,beijing,China,144,94,65.28,1.63,126,38,3939,26,4.85,33.88
HowToCook,https://github.com/Anduin2017/HowToCook,tian3rd,https://github.com/tian3rd,Canberra,Australia,139,97,69.78,5.73,151,10,6340,51,2.96,39.09
HowToCook,https://github.com/Anduin2017/HowToCook,NomotoK,https://github.com/NomotoK,"Durham NC, USA",United States,121,65,53.72,0.67,213,26,5105,3,71.0,13.88
HowToCook,https://github.com/Anduin2017/HowToCook,imaxct,https://github.com/imaxct,"Redmond, WA",United States,3,0,0.0,4.3,0,18,9400,5,0.0,19.87
HowToCook,https://github.com/Anduin2017/HowToCook,ryuujo1573,https://github.com/ryuujo1573,Singapore,Singapore,91,31,34.07,9.45,60,38,59,46,1.3,33.82
HowToCook,https://github.com/Anduin2017/HowToCook,XiaoSanchez,https://github.com/XiaoSanchez,United States,United States,110,54,49.09,10.45,108,12,9646,34,3.18,37.79
HowToCook,https://github.com/Anduin2017/HowToCook,SuperBaBa,https://github.com/SuperBaBa,Shanghai,China,103,67,65.05,10.45,314,22,3991,25,12.56,34.13
HowToCook,https://github.com/Anduin2017/HowToCook,palmchou,https://github.com/palmchou,"Santa Cruz, CA 95060, USA",United States,70,36,51.43,3.73,132,36,9088,54,2.44,4.3
HowToCook,https://github.com/Anduin2017/HowToCook,mis101247,https://github.com/mis101247,The Netherlands,Netherlands,72,15,20.83,8.55,22,0,8362,40,0.55,13.77
HowToCook,https://github.com/Anduin2017/HowToCook,houmingjie,https://github.com/houmingjie,北京,中国,124,19,15.32,1.29,49,30,9434,42,1.17,7.84
HowToCook,https://github.com/Anduin2017/HowToCook,boluo1997,https://github.com/boluo1997,"Hang, zhou",ኢትዮጵያ إثيوبيا,42,11,26.19,7.71,21,39,9397,2,10.5,27.9
HowToCook,https://github.com/Anduin2017/HowToCook,wuweijian1997,https://github.com/wuweijian1997,Shanghai,China,45,35,77.78,10.71,46,13,4893,51,0.9,49.06
HowToCook,https://github.com/Anduin2017/HowToCook,liyishuai,https://github.com/liyishuai,Shanghai Xuhui,China,59,33,55.93,6.72,53,1,6079,3,17.67,26.78
HowToCook,https://github.com/Anduin2017/HowToCook,guoyd233,https://github.com/guoyd233,"College Park, MD","Moldova, Republic of",37,23,62.16,6.72,111,25,1965,44,2.52,14.76
HowToCook,https://github.com/Anduin2017/HowToCook,jiangzhongshi,https://github.com/jiangzhongshi,"New York, NY",United States,84,48,57.14,8.73,151,39,2824,2,75.5,38.51
HowToCook,https://github.com/Anduin2017/HowToCook,adaxing,https://github.com/adaxing,Calgary,Canada,19,14,73.68,11.64,43,34,239,48,0.9,11.26
HowToCook,https://github.com/Anduin2017/HowToCook,bsdelf,https://github.com/bsdelf,Shanghai,China,17,11,64.71,4.38,29,14,3662,34,0.85,36.77
HowToCook,https://github.com/Anduin2017/HowToCook,CharlessLi,https://github.com/CharlessLi,hangzhou.zhejiang,China,2,1,50.0,6.13,1,17,3450,27,0.04,34.35
HowToCook,https://github.com/Anduin2017/HowToCook,fei419881361,https://github.com/fei419881361,chengdu,China,122,27,22.13,12.84,83,32,4667,13,6.38,47.06
HowToCook,https://github.com/Anduin2017/HowToCook,zi6xuan,https://github.com/zi6xuan,東京,日本,35,25,71.43,13.14,71,38,1061,21,3.38,31.38
HowToCook,https://github.com/Anduin2017/HowToCook,zyimm,https://github.com/zyimm,Js.Nj,United States,89,43,48.31,4.14,179,7,8885,11,16.27,46.85
HowToCook,https://github.com/Anduin2017/HowToCook,lexinhu,https://github.com/lexinhu,中国深圳,中国,39,22,56.41,4.36,41,21,8898,42,0.98,25.44
HowToCook,https://github.com/Anduin2017/HowToCook,BubblingXuYijie,https://github.com/BubblingXuYijie,中国河南信阳,中国,139,14,10.07,2.42,57,31,269,30,1.9,3.83
HowToCook,https://github.com/Anduin2017/HowToCook,shinobuffer,https://github.com/shinobuffer,PRC,China,52,1,1.92,7.52,1,20,3326,8,0.12,7.53
HowToCook,https://github.com/Anduin2017/HowToCook,mobei12,https://github.com/mobei12,深圳,中国,76,41,53.95,7.97,119,20,2635,26,4.58,30.73
HowToCook,https://github.com/Anduin2017/HowToCook,JChaooo,https://github.com/JChaooo,中国,中国,106,2,1.89,12.15,7,35,9208,24,0.29,31.83
HowToCook,https://github.com/Anduin2017/HowToCook,yizhihuamao,https://github.com/yizhihuamao,重庆,中国,135,86,63.7,9.63,109,30,2441,1,109.0,37.95
HowToCook,https://github.com/Anduin2017/HowToCook,minhonglolz,https://github.com/minhonglolz,Taipei,臺灣,91,46,50.55,7.33,210,1,1974,9,23.33,4.1
HowToCook,https://github.com/Anduin2017/HowToCook,m8282823,https://github.com/m8282823,SHEN ZHEN,United States,21,7,33.33,13.73,20,43,2115,6,3.33,44.22
HowToCook,https://github.com/Anduin2017/HowToCook,myth984,https://github.com/myth984,beijing,China,108,5,4.63,8.92,15,48,5929,14,1.07,22.28
HowToCook,https://github.com/Anduin2017/HowToCook,miyukoarc,https://github.com/miyukoarc,Hangzhou,China,93,62,66.67,7.25,268,16,6056,14,19.14,9.71
HowToCook,https://github.com/Anduin2017/HowToCook,ljcucc,https://github.com/ljcucc,鯤島,Argentina,29,19,65.52,8.22,31,11,2160,37,0.84,28.78
HowToCook,https://github.com/Anduin2017/HowToCook,TerminatorSd,https://github.com/TerminatorSd,shenzhen,China,94,23,24.47,10.54,26,26,3138,46,0.57,19.5
HowToCook,https://github.com/Anduin2017/HowToCook,wey-gu,https://github.com/wey-gu,Shanghai,China,88,35,39.77,12.26,134,29,668,49,2.73,20.81
HowToCook,https://github.com/Anduin2017/HowToCook,nnocase,https://github.com/nnocase,Guangzhou,China,25,14,56.0,10.28,37,9,6259,28,1.32,39.76
HowToCook,https://github.com/Anduin2017/HowToCook,xiaoyu777-coder,https://github.com/xiaoyu777-coder,Behind You,United States,148,13,8.78,1.77,64,33,6930,14,4.57,42.98
HowToCook,https://github.com/Anduin2017/HowToCook,googollee,https://github.com/googollee,"Munich, Germany",Germany,144,4,2.78,5.86,16,30,1628,5,3.2,8.76
HowToCook,https://github.com/Anduin2017/HowToCook,HydrogenSulfate,https://github.com/HydrogenSulfate,Beijing,China,115,32,27.83,12.29,98,32,4771,40,2.45,37.74
HowToCook,https://github.com/Anduin2017/HowToCook,DusKing1,https://github.com/DusKing1,Shenzhen,China,27,21,77.78,2.19,62,1,1670,49,1.27,33.94
HowToCook,https://github.com/Anduin2017/HowToCook,jerry153fish,https://github.com/jerry153fish,Melbourne,Australia,68,29,42.65,3.62,92,15,1120,47,1.96,23.37
HowToCook,https://github.com/Anduin2017/HowToCook,JingqiDuan,https://github.com/JingqiDuan,"Cork, Ireland",Ireland,86,51,59.3,13.89,100,6,2258,4,25.0,39.84
HowToCook,https://github.com/Anduin2017/HowToCook,junzhengca,https://github.com/junzhengca,Toronto,Canada,84,16,19.05,3.2,35,49,1016,10,3.5,8.29
HowToCook,https://github.com/Anduin2017/HowToCook,30266-Official,https://github.com/30266-Official,The Sun,United Kingdom,149,10,6.71,12.51,45,44,748,27,1.67,27.75
HowToCook,https://github.com/Anduin2017/HowToCook,994AK,https://github.com/994AK,南宁,中国,31,6,19.35,10.64,20,28,879,15,1.33,20.14
HowToCook,https://github.com/Anduin2017/HowToCook,Beeta,https://github.com/Beeta,深圳,中国,108,61,56.48,9.73,69,18,1994,52,1.33,31.58
HowToCook,https://github.com/Anduin2017/HowToCook,allennaur,https://github.com/allennaur,Beijing,China,12,0,0.0,5.59,0,42,9901,25,0.0,31.39
HowToCook,https://github.com/Anduin2017/HowToCook,canonnizq,https://github.com/canonnizq,Shanghai,China,111,62,55.86,11.12,68,25,2093,27,2.52,10.1
HowToCook,https://github.com/Anduin2017/HowToCook,artisan1218,https://github.com/artisan1218,"Bay Area, California",United States,70,48,68.57,12.48,237,4,4427,53,4.47,6.2
HowToCook,https://github.com/Anduin2017/HowToCook,znsoftm,https://github.com/znsoftm,P.R.C,Poland,38,25,65.79,5.96,86,12,202,36,2.39,45.1
HowToCook,https://github.com/Anduin2017/HowToCook,DerekYRC,https://github.com/DerekYRC,广东省广州市,中国,119,33,27.73,4.04,149,13,3683,47,3.17,29.66
HowToCook,https://github.com/Anduin2017/HowToCook,deventw,https://github.com/deventw,Hong Kong,Hong Kong,29,13,44.83,1.22,54,1,5193,36,1.5,11.58
HowToCook,https://github.com/Anduin2017/HowToCook,SF-Zhou,https://github.com/SF-Zhou,Hangzhou,China,110,82,74.55,2.33,322,10,1693,16,20.12,13.6
HowToCook,https://github.com/Anduin2017/HowToCook,Sintsun,https://github.com/Sintsun,HongKong,中国,40,10,25.0,1.37,32,50,403,48,0.67,0.07
HowToCook,https://github.com/Anduin2017/HowToCook,iostalks,https://github.com/iostalks,HangZhou,China,19,4,21.05,6.88,16,21,5605,52,0.31,36.44
HowToCook,https://github.com/Anduin2017/HowToCook,RuikangSun,https://github.com/RuikangSun,36.8°N 118°E,Brazil,127,4,3.15,1.21,15,32,8567,5,3.0,31.06
HowToCook,https://github.com/Anduin2017/HowToCook,TjFish,https://github.com/TjFish,Shanghai,China,19,8,42.11,6.17,16,41,1082,38,0.42,31.27
HowToCook,https://github.com/Anduin2017/HowToCook,wsj20010128,https://github.com/wsj20010128,Atlanta,United States,110,29,26.36,2.98,112,34,1248,60,1.87,16.29
HowToCook,https://github.com/Anduin2017/HowToCook,JustinTong0323,https://github.com/JustinTong0323,Sunnyvale,United States,38,10,26.32,9.73,24,24,7598,9,2.67,46.69
HowToCook,https://github.com/Anduin2017/HowToCook,TANSixu,https://github.com/TANSixu,"Riverside, CA",Canada,54,30,55.56,1.57,133,31,9158,16,8.31,6.04
HowToCook,https://github.com/Anduin2017/HowToCook,xumingkuan,https://github.com/xumingkuan,"Pittsburgh, PA",Panama,1,0,0.0,11.81,0,30,1624,49,0.0,20.73
HowToCook,https://github.com/Anduin2017/HowToCook,nanoite,https://github.com/nanoite,"Seattle, WA",United States,83,15,18.07,7.98,62,23,5440,27,2.3,45.95
HowToCook,https://github.com/Anduin2017/HowToCook,NerLeta09,https://github.com/NerLeta09,中国,中国,23,4,17.39,8.6,16,43,2573,51,0.31,2.96
HowToCook,https://github.com/Anduin2017/HowToCook,Rico00121,https://github.com/Rico00121,Finland,Finland,1,0,0.0,10.82,0,31,4065,22,0.0,19.47
thefuck,https://github.com/nvbn/thefuck,nvbn,https://github.com/nvbn,"Amsterdam, The Netherlands",Netherlands,86,53,61.63,9.04,105,2,6122,42,2.5,35.22
thefuck,https://github.com/nvbn/thefuck,scorphus,https://github.com/scorphus,"Munich, Bavaria, Germany",Germany,86,59,68.6,12.24,102,47,7581,34,3.0,0.96
thefuck,https://github.com/nvbn/thefuck,mlk,https://github.com/mlk,UK,United Kingdom,21,13,61.9,11.32,27,19,8573,6,4.5,46.73
thefuck,https://github.com/nvbn/thefuck,SanketDG,https://github.com/SanketDG,India,India,132,59,44.7,8.34,157,16,803,8,19.62,23.44
thefuck,https://github.com/nvbn/thefuck,Epse,https://github.com/Epse,Belgium,Belgium,131,84,64.12,1.39,171,37,2105,7,24.43,3.04
